user_id,acquisition_channel,signup_date,country_origin,destination_country
usr_ghr09skd,email,2024-09-25 00:47:26,US,MX
usr_zebbk7w1,paid_meta,2024-01-06 11:52:20,US,MX
usr_pgb7r3oc,paid_meta,2024-07-04 21:56:23,US,MX
usr_8diuovw1,paid_meta,2024-08-06 14:02:42,US,HN
usr_9kwv08hh,paid_meta,2024-08-16 13:27:06,US,MX
usr_foyqbkk4,paid_meta,2024-01-30 03:39:19,US,MX
usr_wx7ptx63,paid_meta,2024-11-03 06:57:48,US,MX
usr_37pqkojt,paid_meta,2024-10-17 20:47:30,US,MX
usr_ljd84u89,direct,2024-10-12 06:21:08,US,MX
usr_gspk9p38,paid_meta,2024-10-20 16:56:11,US,MX
usr_4lyk83tq,paid_meta,2024-02-10 14:56:29,US,MX
usr_53a5qbsw,email,2024-06-05 23:11:04,US,MX
usr_t7pze9vi,paid_meta,2024-04-13 17:08:40,US,MX
usr_i4e8xf7k,organic_search,2024-02-06 04:46:21,US,MX
usr_itn7s55j,paid_google,2024-07-02 09:24:26,US,MX
usr_ja04ux5q,direct,2024-07-16 04:27:29,US,MX
usr_qlgzui1b,referral,2024-05-26 11:51:09,US,GT
usr_92xf8e8l,referral,2024-05-29 22:30:53,US,SV
usr_af58c2jw,paid_meta,2024-06-26 10:52:42,US,MX
usr_4nlz15bc,paid_meta,2024-09-18 21:28:02,US,HN
usr_d91zdfkb,email,2024-10-17 00:22:01,US,MX
usr_ftu2gc5w,paid_google,2024-06-16 06:17:30,US,HN
usr_wqy6qktc,paid_meta,2024-06-28 02:13:43,CA,CO
usr_yqk94dnm,paid_meta,2024-06-13 18:50:45,US,GT
usr_xjuy0bvr,paid_meta,2024-11-18 08:30:38,CA,MX
usr_2hgj11ye,referral,2024-08-23 18:15:21,US,MX
usr_pu0dk0ge,paid_meta,2024-11-02 06:22:56,US,CO
usr_3j3r30me,paid_google,2024-04-15 20:08:20,MX,MX
usr_yyo4udoj,email,2024-11-30 01:05:29,US,MX
usr_v37dia5u,referral,2024-04-11 19:31:17,CA,MX
usr_qzxebb9e,paid_meta,2024-11-15 22:53:18,US,MX
usr_y08p0fod,paid_google,2024-05-24 02:04:40,US,MX
usr_yhqin9n6,email,2024-01-13 16:56:16,US,MX
usr_83dhx8bm,paid_meta,2024-02-17 10:36:39,MX,SV
usr_1hh5lf6a,paid_meta,2024-11-18 06:27:46,CA,MX
usr_2d5em2va,paid_meta,2024-04-07 08:15:59,US,MX
usr_0r2sds8b,paid_google,2024-02-14 03:17:17,US,HN
usr_xb94pdzp,paid_google,2024-06-26 21:15:56,CA,MX
usr_jwtl9tqv,paid_meta,2024-02-19 00:11:27,US,GT
usr_5t5p5o3o,direct,2024-09-09 18:58:58,US,MX
usr_nf7c3dd0,paid_meta,2024-04-08 23:44:42,US,MX
usr_uyo57p6b,organic_search,2024-08-06 02:21:53,US,MX
usr_hxid4n1u,paid_meta,2024-07-16 01:25:39,US,SV
usr_wyuvxybj,email,2024-11-13 20:17:28,US,HN
usr_5uofwb0h,paid_google,2024-03-11 10:49:20,US,MX
usr_l7v5f1bc,paid_google,2024-10-07 05:45:42,US,MX
usr_j1epkyry,organic_search,2024-06-09 20:28:20,US,MX
usr_h811kerp,organic_search,2024-01-03 23:38:55,US,MX
usr_43c5ba75,paid_meta,2024-08-04 23:40:51,US,MX
usr_ko8g8qyn,organic_search,2024-06-11 05:11:23,US,MX
usr_solmlgse,paid_google,2024-06-04 12:27:46,US,HN
usr_8xfdjgf1,paid_meta,2024-10-09 11:39:52,US,CO
usr_11q7uww5,organic_search,2024-06-29 04:21:21,US,MX
usr_w2vmcqbn,paid_meta,2024-06-20 17:40:40,US,MX
usr_wsqt26q3,email,2024-02-05 01:37:27,US,MX
usr_8q349dxb,paid_google,2024-02-28 14:07:37,US,CO
usr_fnkomv2x,paid_google,2024-08-24 19:47:54,US,MX
usr_j48vfcx7,organic_search,2024-04-20 08:26:30,US,GT
usr_v7ln23y3,organic_search,2024-02-20 01:54:59,US,GT
usr_ysal8m1g,paid_google,2024-09-07 21:23:15,MX,MX
usr_d145bm1e,paid_meta,2024-11-02 01:48:44,US,MX
usr_w6zbnz8v,referral,2024-10-26 11:09:09,US,SV
usr_l3q4n89q,paid_meta,2024-04-02 21:12:43,US,MX
usr_32ejx5td,paid_google,2024-03-03 22:29:29,US,HN
usr_fqs3d635,paid_meta,2024-10-23 08:45:51,CA,MX
usr_i9nb74x2,paid_google,2024-05-25 05:34:25,US,MX
usr_31qw6ahf,referral,2024-09-27 07:51:40,CA,MX
usr_kkbp2qd6,paid_google,2024-10-28 10:27:11,US,MX
usr_zkamugys,paid_google,2024-04-03 23:01:36,US,CO
usr_9toqw9ja,paid_google,2024-11-01 09:53:39,US,MX
usr_du1emmx3,referral,2024-08-31 23:46:45,US,CO
usr_3c1qkbhb,paid_google,2024-03-11 18:57:14,CA,MX
usr_rbxk5bxj,email,2024-07-29 21:24:46,US,MX
usr_6n9rr7s2,paid_google,2024-06-19 18:38:32,US,MX
usr_gkdlkqzf,organic_search,2024-11-15 08:46:34,US,MX
usr_wpx2cyos,organic_search,2024-05-16 22:05:27,US,MX
usr_v2bc2nnu,paid_meta,2024-11-25 14:10:16,US,GT
usr_pcenlk8a,direct,2024-05-24 11:24:57,US,MX
usr_jjq9k6re,direct,2024-02-15 17:36:43,CA,MX
usr_9389yztk,direct,2024-06-21 20:44:13,US,MX
usr_w2sehe2a,organic_search,2024-09-28 22:30:59,US,MX
usr_e5cozroo,referral,2024-08-02 05:43:19,US,MX
usr_qym52xg8,paid_meta,2024-01-29 19:16:05,US,HN
usr_skf7i8sk,paid_meta,2024-02-18 05:15:55,US,MX
usr_ektsg7fx,email,2024-04-16 14:04:08,US,MX
usr_b5c81jhu,referral,2024-08-06 21:18:03,US,MX
usr_k8r2ykcc,direct,2024-07-30 21:09:02,US,MX
usr_f5l9mo1s,paid_meta,2024-08-23 14:29:00,US,MX
usr_idknwi5f,paid_meta,2024-06-23 14:32:18,US,MX
usr_f9q5rdoq,paid_meta,2024-10-23 08:48:24,US,MX
usr_r5xqt4p5,paid_meta,2024-04-19 06:25:52,US,SV
usr_bunknqt3,paid_google,2024-06-04 13:41:28,US,MX
usr_o2m71hss,paid_meta,2024-02-07 13:08:12,US,MX
usr_sf6f7low,paid_meta,2024-07-02 23:36:55,US,MX
usr_tzk3ny9v,paid_google,2024-07-16 22:52:47,US,GT
usr_vjx8uibr,organic_search,2024-01-11 08:22:10,US,GT
usr_fyb8dalf,referral,2024-05-27 15:37:50,US,MX
usr_50cehlxs,referral,2024-07-02 03:40:53,US,MX
usr_ty5y2jr8,direct,2024-05-12 22:43:08,US,MX
usr_1zyrru7z,direct,2024-04-25 13:58:07,US,MX
usr_382kkzmp,paid_google,2024-06-02 05:18:32,US,MX
usr_jujd0ib6,paid_meta,2024-07-28 03:54:36,US,MX
usr_zd1at7o7,paid_meta,2024-05-08 06:33:34,CA,MX
usr_lx6dut07,paid_meta,2024-04-21 13:19:04,CA,MX
usr_7b42g05k,direct,2024-03-09 06:28:10,US,MX
usr_k9tr74qg,organic_search,2024-05-10 02:49:07,US,MX
usr_zamkygvw,paid_google,2024-04-09 21:52:56,US,MX
usr_ygfliji1,paid_meta,2024-06-04 16:02:11,MX,MX
usr_jmiyqfy7,organic_search,2024-01-05 10:35:19,CA,SV
usr_6kwhef0v,organic_search,2024-09-05 01:13:15,US,MX
usr_231yv2st,paid_google,2024-07-27 18:01:40,US,HN
usr_tsuflseh,paid_meta,2024-11-17 20:44:02,US,MX
usr_ceouuyla,paid_google,2024-11-10 01:33:23,US,MX
usr_bmc97c7b,paid_meta,2024-01-29 08:41:04,US,SV
usr_xp9n56ny,referral,2024-10-10 05:28:14,US,MX
usr_e9oe9419,organic_search,2024-05-15 01:27:01,US,GT
usr_3imj70e3,paid_google,2024-05-27 07:06:46,US,SV
usr_icvqy5ib,direct,2024-01-07 01:49:45,US,MX
usr_csk30lvy,referral,2024-10-28 09:26:14,US,MX
usr_sojuv0gy,paid_meta,2024-09-13 09:37:32,US,MX
usr_y2lofn1r,paid_meta,2024-09-06 20:08:25,US,MX
usr_qcootnjl,organic_search,2024-11-08 22:22:41,US,MX
usr_0gjyv5g1,paid_google,2024-07-27 00:29:06,US,MX
usr_k6hg0016,paid_google,2024-05-09 07:27:08,US,GT
usr_t1ntmjsr,paid_google,2024-04-02 22:43:34,US,CO
usr_lhlb50at,paid_google,2024-11-22 02:51:42,US,GT
usr_ln4rxyj3,paid_meta,2024-03-17 04:38:23,MX,MX
usr_0mftg698,paid_google,2024-03-06 08:03:04,US,SV
usr_y1o4izas,paid_meta,2024-11-13 16:16:28,US,MX
usr_6xatoazt,organic_search,2024-08-27 10:22:36,US,MX
usr_36ddfgs3,organic_search,2024-06-16 05:13:59,US,MX
usr_qizk3c9x,paid_google,2024-06-06 16:26:59,US,MX
usr_cagrp2u4,paid_google,2024-07-03 20:41:20,US,MX
usr_6yuj7ykt,paid_meta,2024-03-23 02:32:59,US,MX
usr_8v1zocfi,direct,2024-01-07 01:56:38,US,MX
usr_n02yc0md,direct,2024-05-08 19:56:46,US,MX
usr_8o1bj9rm,organic_search,2024-08-26 09:38:19,CA,MX
usr_n1kicjn2,organic_search,2024-09-13 13:54:30,US,MX
usr_almjegqt,paid_google,2024-02-05 13:01:56,US,MX
usr_v25ao20u,paid_google,2024-02-06 03:25:18,MX,MX
usr_nekrcppr,paid_google,2024-09-23 03:36:28,US,MX
usr_rwqeao4n,paid_meta,2024-08-30 17:44:10,CA,MX
usr_49el8hl8,paid_google,2024-11-15 19:54:17,MX,MX
usr_82lk2n7h,organic_search,2024-07-09 16:31:11,MX,MX
usr_8qzpky32,referral,2024-01-11 10:52:34,US,MX
usr_jfpnqvut,organic_search,2024-04-03 23:48:02,CA,HN
usr_2m6twd1x,paid_google,2024-01-15 06:40:34,US,MX
usr_yo18pajs,paid_meta,2024-09-07 12:07:35,US,MX
usr_nqyyf9rk,organic_search,2024-06-22 02:57:26,CA,MX
usr_flqhrrpz,referral,2024-10-10 13:29:52,US,MX
usr_amd270st,referral,2024-02-14 16:40:20,US,MX
usr_ogxpbwhv,paid_google,2024-11-05 19:37:22,US,GT
usr_z2u2tnhe,paid_meta,2024-10-19 04:10:54,US,MX
usr_vwvm4w3z,email,2024-05-01 17:08:16,US,MX
usr_lienfnvu,paid_meta,2024-02-22 00:29:01,US,MX
usr_7ggkg4w5,paid_google,2024-09-07 14:15:35,MX,MX
usr_8sryo4rc,paid_meta,2024-05-29 02:37:08,US,SV
usr_ik2u1rsu,paid_meta,2024-04-16 17:48:53,US,MX
usr_3bzt9d31,email,2024-07-29 12:12:37,US,CO
usr_5d5e3h0y,paid_google,2024-05-15 08:58:22,CA,MX
usr_fhhcmktl,paid_google,2024-08-27 06:56:43,US,MX
usr_s63e1ocj,paid_meta,2024-11-29 05:17:47,US,GT
usr_z31yrujo,paid_meta,2024-02-26 19:05:15,US,MX
usr_o0z5qru5,direct,2024-02-06 03:42:22,US,MX
usr_xmcthphj,email,2024-09-03 13:08:33,US,MX
usr_4261bw4a,organic_search,2024-08-07 20:49:36,CA,MX
usr_hyexf7jx,paid_google,2024-06-15 03:22:42,US,MX
usr_bw01pddh,direct,2024-03-05 06:48:20,US,MX
usr_az39pecn,paid_google,2024-06-21 20:19:26,US,MX
usr_e11e9fta,paid_meta,2024-04-26 05:15:42,US,MX
usr_07wph6fe,organic_search,2024-08-31 22:07:48,US,MX
usr_fjdtvv2y,paid_google,2024-11-03 05:22:08,US,GT
usr_vgox22in,paid_meta,2024-07-20 01:46:17,US,MX
usr_97e4uny1,paid_meta,2024-01-05 16:28:21,MX,SV
usr_ah78okz1,paid_meta,2024-01-27 05:26:57,US,MX
usr_wjlsh3to,organic_search,2024-07-27 19:18:40,US,SV
usr_lp8ii7ew,organic_search,2024-01-26 16:14:14,US,GT
usr_ezzf8s2z,organic_search,2024-03-09 05:08:18,US,MX
usr_0e6mpsj9,referral,2024-04-14 09:03:59,US,MX
usr_runjdu0i,paid_google,2024-01-22 12:43:47,US,MX
usr_bn7g8b2z,direct,2024-04-04 23:23:05,US,MX
usr_l3ueybis,paid_meta,2024-10-06 17:34:12,US,MX
usr_1ldqnk20,direct,2024-04-19 15:17:26,US,MX
usr_10t2f7at,email,2024-10-27 01:16:39,US,GT
usr_ax40dtir,paid_meta,2024-05-10 02:35:17,US,CO
usr_bi4o6q0u,organic_search,2024-02-06 03:04:16,US,MX
usr_up8ijl2z,paid_google,2024-08-17 20:52:06,US,MX
usr_7e1ddqle,paid_meta,2024-01-30 00:08:14,US,SV
usr_jefy3zb4,paid_google,2024-06-28 22:42:11,US,MX
usr_obk3g84u,paid_meta,2024-05-18 03:45:46,US,MX
usr_fa39e3nw,paid_meta,2024-11-04 06:50:35,US,MX
usr_c9hx3d43,paid_meta,2024-11-11 15:21:07,US,HN
usr_p0rnpm6j,paid_meta,2024-08-10 20:59:18,US,MX
usr_ikotckeh,organic_search,2024-08-27 14:38:38,CA,MX
usr_tanzr2mu,organic_search,2024-11-07 12:44:54,US,MX
usr_h62c9t19,paid_meta,2024-08-19 21:31:40,MX,MX
usr_t2018u9n,organic_search,2024-04-13 12:12:42,CA,CO
usr_v3z6bz8u,paid_meta,2024-04-01 20:48:58,US,MX
usr_tgbcvarl,email,2024-07-10 03:53:08,US,SV
usr_74lav714,paid_meta,2024-03-09 22:02:45,CA,CO
usr_odkef828,paid_google,2024-09-14 03:35:16,US,MX
usr_6wmx3n0k,email,2024-09-26 08:27:05,US,MX
usr_o98bv78h,organic_search,2024-08-10 11:12:26,US,HN
usr_cmlw83y0,paid_meta,2024-10-16 11:06:12,US,MX
usr_cjdan085,paid_meta,2024-09-26 04:52:09,US,MX
usr_32u1iq2b,paid_google,2024-02-09 09:22:57,US,MX
usr_gn0t6dvw,paid_meta,2024-05-12 17:53:00,US,MX
usr_vpbl9ot7,direct,2024-03-05 01:53:07,US,GT
usr_bu4fmpkx,paid_meta,2024-02-07 06:00:04,US,MX
usr_w9re2q6j,paid_meta,2024-03-07 08:16:17,US,MX
usr_nqjqijc1,paid_google,2024-05-28 03:19:36,US,MX
usr_o1icns8y,paid_meta,2024-07-29 06:40:13,CA,MX
usr_c6zs62yw,paid_meta,2024-04-26 01:30:12,US,SV
usr_83ep9p9w,paid_meta,2024-03-05 22:05:19,US,MX
usr_cnoljq52,direct,2024-11-09 12:59:18,US,MX
usr_fuu8dd22,paid_google,2024-06-09 22:52:59,CA,HN
usr_nrvbjfvy,direct,2024-04-12 13:55:54,US,HN
usr_brjnm2l4,paid_meta,2024-04-02 06:23:58,CA,GT
usr_e9p3jpxg,email,2024-03-29 12:43:01,US,SV
usr_snc2czo2,referral,2024-10-21 22:59:26,US,MX
usr_hcbbmhnq,paid_meta,2024-11-19 11:28:10,US,HN
usr_nvg5vmf6,organic_search,2024-04-03 23:01:35,US,GT
usr_b42hhihx,paid_meta,2024-05-30 03:03:11,US,HN
usr_a6xvaj2k,email,2024-09-21 22:33:44,MX,MX
usr_4qhkswva,paid_google,2024-05-26 05:00:19,MX,CO
usr_xvkdc9x5,referral,2024-08-06 01:09:34,US,GT
usr_gsic43ol,direct,2024-04-26 00:56:06,US,MX
usr_jpnbzug0,paid_google,2024-04-24 19:14:05,US,MX
usr_mkgxukq0,referral,2024-09-17 22:16:05,US,MX
usr_6xii5p5n,direct,2024-09-20 23:22:42,US,MX
usr_5v7c6s5n,paid_meta,2024-01-21 20:18:19,US,MX
usr_9m969f5g,direct,2024-02-23 08:20:13,US,MX
usr_waj1g1r1,email,2024-05-01 17:13:51,US,MX
usr_prat0861,organic_search,2024-06-05 15:53:59,US,MX
usr_iymenvg3,paid_meta,2024-10-11 21:40:40,US,MX
usr_spye9r1f,organic_search,2024-08-19 14:34:13,CA,SV
usr_0e0vgnxb,paid_meta,2024-03-28 02:49:35,CA,MX
usr_vbd4bepe,paid_google,2024-01-19 20:51:47,US,GT
usr_wkxxjve3,paid_meta,2024-09-23 07:33:37,US,GT
usr_2rv239mo,paid_meta,2024-02-14 06:40:26,US,MX
usr_7lay64yf,direct,2024-09-24 06:31:31,US,MX
usr_6xq9jb35,organic_search,2024-02-09 08:05:44,CA,MX
usr_0d1b4xgm,organic_search,2024-06-14 10:33:47,US,MX
usr_nmeoq4yr,direct,2024-02-06 02:22:08,US,HN
usr_zc7fov2y,paid_meta,2024-02-21 11:05:50,US,MX
usr_5506rr5p,paid_google,2024-01-12 04:35:12,US,GT
usr_s00i85sy,paid_meta,2024-09-20 06:45:19,US,MX
usr_myn4u9bx,organic_search,2024-07-06 03:54:36,US,SV
usr_cri8bixo,direct,2024-03-05 05:40:33,US,MX
usr_drl90aob,referral,2024-06-23 00:34:53,US,SV
usr_w6uxqm33,referral,2024-08-28 10:06:53,US,MX
usr_rxze1hm3,referral,2024-08-20 23:57:00,MX,MX
usr_d6r30ojh,paid_google,2024-09-29 16:00:34,US,HN
usr_2zdo74v1,paid_meta,2024-11-16 05:24:05,US,GT
usr_8a0tpv72,email,2024-02-22 06:53:54,CA,GT
usr_env5sn96,paid_meta,2024-11-12 14:37:34,US,MX
usr_qeoz0kz4,email,2024-04-24 05:53:46,US,HN
usr_hzy7ez9g,organic_search,2024-03-19 00:25:19,US,MX
usr_mruyp04k,organic_search,2024-10-22 10:56:13,US,SV
usr_nbcj29yf,paid_google,2024-01-10 19:33:12,US,SV
usr_b3d5050u,paid_meta,2024-07-29 04:05:22,US,SV
usr_ybno2y8b,referral,2024-04-21 16:59:11,US,MX
usr_536zx1tv,direct,2024-11-30 03:55:34,US,CO
usr_9c80ebkj,paid_meta,2024-03-09 21:43:45,US,SV
usr_zfflb7wx,paid_meta,2024-06-30 02:31:23,US,MX
usr_zs8s2fto,paid_google,2024-10-31 11:42:09,US,HN
usr_mh1t939a,organic_search,2024-05-08 13:45:49,US,MX
usr_7ib5n2ej,direct,2024-08-26 08:06:31,US,MX
usr_n2qb6gs8,paid_google,2024-10-26 05:31:39,US,CO
usr_whwhy4h3,paid_google,2024-01-03 20:19:33,CA,GT
usr_70fqldb2,paid_google,2024-11-13 04:42:08,US,MX
usr_oqoloeaz,paid_meta,2024-04-10 10:46:25,US,GT
usr_c7d2kd1p,paid_meta,2024-11-25 10:16:28,US,GT
usr_h024kwk5,paid_google,2024-07-26 04:16:47,MX,HN
usr_tteavt8k,organic_search,2024-01-05 07:55:38,US,HN
usr_64fgwjey,paid_meta,2024-06-09 06:13:07,US,MX
usr_qtkcd0rl,referral,2024-08-01 03:39:47,US,GT
usr_cgrlxyfu,paid_meta,2024-08-28 14:18:20,US,CO
usr_ih0p4e05,paid_meta,2024-05-01 15:22:24,US,MX
usr_dxck36h0,paid_meta,2024-08-02 05:57:14,US,GT
usr_sbuov6tt,direct,2024-11-25 22:43:38,MX,MX
usr_o6v4esdn,referral,2024-05-22 01:40:36,US,MX
usr_y1ffuu5f,email,2024-08-26 11:13:48,US,HN
usr_rcnbh6nq,paid_meta,2024-10-22 17:26:13,US,MX
usr_d8wj0uun,email,2024-05-05 20:33:42,US,MX
usr_sn6sm5rr,direct,2024-01-31 05:29:52,US,MX
usr_iskffv3x,paid_meta,2024-03-05 07:33:29,US,MX
usr_rhf4abuf,paid_meta,2024-09-19 05:35:39,US,MX
usr_f7so8w50,organic_search,2024-01-22 17:08:15,US,HN
usr_95g3v23g,paid_meta,2024-08-23 13:13:51,US,MX
usr_7vcneas6,organic_search,2024-05-13 01:55:39,US,SV
usr_rwb2sere,organic_search,2024-03-09 21:41:40,US,SV
usr_ypp5zp7r,direct,2024-10-27 22:18:56,US,MX
usr_4upj16dv,referral,2024-10-22 18:03:36,US,MX
usr_2ueaxyln,paid_meta,2024-10-15 19:16:48,US,GT
usr_tuw9ohtu,paid_meta,2024-11-28 00:57:45,US,MX
usr_u1oe5ei2,paid_google,2024-04-29 02:12:50,CA,MX
usr_mtzzf8ad,paid_google,2024-11-01 06:48:25,US,HN
usr_jnv07oxk,paid_google,2024-01-25 21:16:23,MX,MX
usr_xphx2kbv,referral,2024-03-09 01:38:43,US,MX
usr_mx9djoyo,paid_meta,2024-01-15 00:06:50,US,MX
usr_t0uum3i8,organic_search,2024-02-05 00:24:24,US,MX
usr_odck8285,paid_meta,2024-03-08 23:26:32,US,MX
usr_u118qqva,organic_search,2024-05-26 10:38:34,US,MX
usr_yil8sa3i,organic_search,2024-03-26 14:06:43,US,GT
usr_tglhug07,referral,2024-01-30 12:38:23,US,GT
usr_5hhiwfd7,paid_meta,2024-04-04 00:07:48,US,GT
usr_484nl65u,organic_search,2024-10-23 19:16:20,US,MX
usr_khub2rts,referral,2024-07-17 12:06:38,US,GT
usr_zqyahulw,paid_meta,2024-02-16 17:54:45,US,MX
usr_8mgpp1no,paid_meta,2024-07-02 01:15:25,US,MX
usr_idjipnf8,email,2024-09-23 10:05:40,US,SV
usr_e6wtlrj4,paid_meta,2024-07-13 00:35:21,US,MX
usr_3rwqmmu7,paid_meta,2024-03-24 16:18:03,US,MX
usr_8huxg2my,paid_meta,2024-09-20 22:11:57,US,GT
usr_wq85x7pw,direct,2024-05-27 23:50:20,US,HN
usr_ilkjxjq5,paid_meta,2024-05-13 10:49:18,US,MX
usr_g4eij00h,email,2024-06-09 18:39:27,US,MX
usr_tao1cjfx,direct,2024-07-02 18:24:40,CA,MX
usr_pesgbm65,paid_meta,2024-04-20 08:42:20,US,HN
usr_q8zgvwwu,direct,2024-08-01 00:48:45,US,MX
usr_ridlofas,paid_meta,2024-05-14 19:50:35,US,MX
usr_a78rapki,paid_meta,2024-07-26 19:28:59,US,MX
usr_pizx3hcw,paid_google,2024-08-05 16:44:43,US,SV
usr_yk03o4gk,organic_search,2024-09-26 11:50:44,US,MX
usr_rlf8a9ke,paid_meta,2024-08-29 20:29:09,US,MX
usr_rml29q2l,paid_meta,2024-01-06 17:14:43,US,CO
usr_otg6jna9,paid_meta,2024-10-28 05:36:32,US,MX
usr_0bq1s9ry,email,2024-04-05 23:43:06,US,MX
usr_0terkmby,organic_search,2024-01-17 09:12:04,MX,MX
usr_gje2ab2r,paid_google,2024-01-06 20:26:28,US,MX
usr_rym81cmf,paid_meta,2024-03-02 05:51:22,US,MX
usr_9212pgym,paid_google,2024-05-03 00:13:35,US,HN
usr_utrutlq5,paid_google,2024-06-18 21:47:44,US,HN
usr_fkjnawng,paid_meta,2024-07-25 06:33:34,US,HN
usr_lc83gy1f,referral,2024-04-02 17:39:07,US,MX
usr_sc4e5hrd,paid_meta,2024-02-07 09:10:25,US,SV
usr_wvbhza7x,organic_search,2024-07-23 05:00:37,CA,SV
usr_cu7onz3j,paid_google,2024-09-05 03:08:07,US,MX
usr_8d0tgsiw,paid_meta,2024-03-24 20:20:03,US,GT
usr_1uyzpd2t,paid_google,2024-02-10 23:27:48,US,GT
usr_pml9ln1p,paid_google,2024-08-20 23:37:11,US,MX
usr_nt0mq8ab,organic_search,2024-03-24 01:57:17,US,MX
usr_a9hl1737,paid_meta,2024-04-27 05:22:05,US,MX
usr_bmenui3d,organic_search,2024-02-06 14:49:11,US,HN
usr_lrr6z3dx,referral,2024-10-08 00:15:33,US,SV
usr_c1m3o55i,paid_google,2024-10-29 23:15:47,US,MX
usr_wbslulzf,paid_meta,2024-10-28 22:04:00,US,CO
usr_vshkoecu,email,2024-10-19 08:58:45,US,MX
usr_pz1rhouu,paid_meta,2024-07-13 21:19:49,MX,MX
usr_1l7dypml,paid_meta,2024-04-13 09:41:45,US,MX
usr_w9pfb3hn,paid_meta,2024-05-15 19:35:35,US,HN
usr_iwf3km2k,paid_meta,2024-01-22 04:19:52,US,MX
usr_hsjr0fza,referral,2024-03-23 06:49:15,US,GT
usr_chzjq8cx,paid_meta,2024-03-07 03:29:39,US,HN
usr_a5xin9dl,paid_google,2024-02-11 21:37:15,CA,MX
usr_8uzb7kr0,paid_meta,2024-07-13 10:24:13,US,GT
usr_i9s3w563,paid_google,2024-04-27 09:53:04,US,MX
usr_moe0sy5y,paid_meta,2024-02-28 22:01:21,US,MX
