transaction_id,user_id,created_at,transaction_type,amount_usd,status,acquisition_channel,destination_country
txn_kdjbn5zul2,usr_8diuovw1,2024-08-08 17:02:42,REMITTANCE,48.3,COMPLETE,paid_meta,HN
txn_969trj7o6y,usr_9kwv08hh,2024-08-17 08:27:06,REMITTANCE,48.46,COMPLETE,paid_meta,MX
txn_rlosalsul8,usr_foyqbkk4,2024-02-01 02:39:19,REMITTANCE,29.86,COMPLETE,paid_meta,MX
txn_yrtu7egpnn,usr_wx7ptx63,2024-11-04 01:57:48,REMITTANCE,55.09,COMPLETE,paid_meta,MX
txn_38pfitcgm6,usr_37pqkojt,2024-10-20 02:47:30,REMITTANCE,47.66,COMPLETE,paid_meta,MX
txn_8wqu08f874,usr_ljd84u89,2024-10-14 03:21:08,REMITTANCE,88.4,COMPLETE,direct,MX
txn_4ryaek5a0x,usr_gspk9p38,2024-10-21 04:56:11,REMITTANCE,41.02,COMPLETE,paid_meta,MX
txn_j94kic0giz,usr_4lyk83tq,2024-02-11 18:56:29,PHONE_RELOAD,50.9,COMPLETE,paid_meta,MX
txn_84w5pr0qxe,usr_53a5qbsw,2024-06-08 06:11:04,REMITTANCE,64.34,COMPLETE,email,MX
txn_aij04gadtq,usr_t7pze9vi,2024-04-15 07:08:40,REMITTANCE,39.72,COMPLETE,paid_meta,MX
txn_xg77flv7ej,usr_i4e8xf7k,2024-02-08 01:46:21,REMITTANCE,73.16,COMPLETE,organic_search,MX
txn_qnyb9xs5gd,usr_itn7s55j,2024-07-04 20:24:26,BILL_PAYMENT,36.29,COMPLETE,paid_google,MX
txn_9intuo1r35,usr_ja04ux5q,2024-07-18 12:27:29,REMITTANCE,66.39,COMPLETE,direct,MX
txn_q6w51ix2l1,usr_qlgzui1b,2024-05-28 00:51:09,REMITTANCE,34.4,COMPLETE,referral,GT
txn_gmexf9lo4z,usr_qlgzui1b,2024-06-26 00:51:09,PHONE_RELOAD,22.08,COMPLETE,referral,GT
txn_qqxc9u2ho7,usr_qlgzui1b,2024-08-05 00:51:09,BILL_PAYMENT,79.47,PAID,referral,GT
txn_kw9vzczmpi,usr_qlgzui1b,2024-09-08 00:51:09,REMITTANCE,77.85,COMPLETE,referral,GT
txn_qrueys2n3k,usr_92xf8e8l,2024-05-31 10:30:53,BILL_PAYMENT,66.4,COMPLETE,referral,SV
txn_yuztw32atx,usr_af58c2jw,2024-06-29 02:52:42,REMITTANCE,62.38,COMPLETE,paid_meta,MX
txn_olllmju1bz,usr_af58c2jw,2024-08-08 02:52:42,REMITTANCE,48.01,COMPLETE,paid_meta,MX
txn_azwmz6jxry,usr_af58c2jw,2024-08-22 02:52:42,REMITTANCE,58.47,PAID,paid_meta,MX
txn_zeks48mqvf,usr_af58c2jw,2024-09-30 02:52:42,REMITTANCE,30.01,COMPLETE,paid_meta,MX
txn_5j1iipnqrp,usr_af58c2jw,2024-10-25 02:52:42,REMITTANCE,40.04,PAID,paid_meta,MX
txn_21trbxazvv,usr_4nlz15bc,2024-09-20 23:28:02,REMITTANCE,18.99,COMPLETE,paid_meta,HN
txn_c6w5b2dxub,usr_d91zdfkb,2024-10-19 14:22:01,PHONE_RELOAD,75.38,COMPLETE,email,MX
txn_vryr260q1g,usr_ftu2gc5w,2024-06-18 11:17:30,PHONE_RELOAD,54.63,COMPLETE,paid_google,HN
txn_0hmh74uz5l,usr_ftu2gc5w,2024-07-17 11:17:30,REMITTANCE,56.33,PAID,paid_google,HN
txn_a810xgyxkq,usr_ftu2gc5w,2024-08-13 11:17:30,REMITTANCE,41.69,COMPLETE,paid_google,HN
txn_08cydvxvxy,usr_wqy6qktc,2024-06-30 08:13:43,REMITTANCE,43.66,COMPLETE,paid_meta,CO
txn_mzju1ucvm5,usr_yqk94dnm,2024-06-16 03:50:45,REMITTANCE,29.48,COMPLETE,paid_meta,GT
txn_xhf72byncs,usr_xjuy0bvr,2024-11-18 16:30:38,BILL_PAYMENT,64.41,COMPLETE,paid_meta,MX
txn_54sd0n515y,usr_2hgj11ye,2024-08-24 02:15:21,REMITTANCE,59.9,COMPLETE,referral,MX
txn_vnf751vutp,usr_pu0dk0ge,2024-11-03 14:22:56,REMITTANCE,53.05,COMPLETE,paid_meta,CO
txn_r9y7n17lzg,usr_3j3r30me,2024-04-16 01:08:20,PHONE_RELOAD,60.85,COMPLETE,paid_google,MX
txn_xuhzd9ouqj,usr_yyo4udoj,2024-11-30 08:05:29,REMITTANCE,75.08,COMPLETE,email,MX
txn_kmry09sgwn,usr_v37dia5u,2024-04-14 16:31:17,PHONE_RELOAD,76.57,COMPLETE,referral,MX
txn_x6mvfynetu,usr_v37dia5u,2024-05-03 16:31:17,PHONE_RELOAD,101.18,COMPLETE,referral,MX
txn_y1t5g72mf4,usr_v37dia5u,2024-05-29 16:31:17,REMITTANCE,39.54,COMPLETE,referral,MX
txn_d0g2vorfsl,usr_qzxebb9e,2024-11-18 14:53:18,PHONE_RELOAD,40.98,COMPLETE,paid_meta,MX
txn_qfsda8980b,usr_y08p0fod,2024-05-24 07:04:40,REMITTANCE,68.22,COMPLETE,paid_google,MX
txn_l03710meat,usr_yhqin9n6,2024-01-16 06:56:16,REMITTANCE,34.94,COMPLETE,email,MX
txn_rr8jpvq308,usr_83dhx8bm,2024-02-19 16:36:39,REMITTANCE,35.14,COMPLETE,paid_meta,SV
txn_nl7i3p0oi8,usr_1hh5lf6a,2024-11-19 20:27:46,REMITTANCE,46.7,COMPLETE,paid_meta,MX
txn_7ge7mgrh5r,usr_2d5em2va,2024-04-09 16:15:59,REMITTANCE,36.36,COMPLETE,paid_meta,MX
txn_8eklwjepw5,usr_0r2sds8b,2024-02-15 21:17:17,REMITTANCE,35.1,COMPLETE,paid_google,HN
txn_9oat0leupk,usr_0r2sds8b,2024-03-31 21:17:17,BILL_PAYMENT,67.57,COMPLETE,paid_google,HN
txn_nwxss3svy6,usr_0r2sds8b,2024-04-28 21:17:17,BILL_PAYMENT,45.93,COMPLETE,paid_google,HN
txn_j2vo7iugrr,usr_0r2sds8b,2024-05-28 21:17:17,REMITTANCE,61.37,CANCELLED,paid_google,HN
txn_ffsspn327c,usr_0r2sds8b,2024-06-26 21:17:17,REMITTANCE,39.32,COMPLETE,paid_google,HN
txn_vy4h03b27l,usr_0r2sds8b,2024-07-31 21:17:17,REMITTANCE,50.08,COMPLETE,paid_google,HN
txn_meilnb0cik,usr_xb94pdzp,2024-06-28 10:15:56,REMITTANCE,27.53,COMPLETE,paid_google,MX
txn_devi5b9oin,usr_jwtl9tqv,2024-02-21 13:11:27,PHONE_RELOAD,55.55,COMPLETE,paid_meta,GT
txn_wr73yao3s0,usr_5t5p5o3o,2024-09-11 18:58:58,REMITTANCE,59.8,COMPLETE,direct,MX
txn_1lqxt229q7,usr_nf7c3dd0,2024-04-11 14:44:42,REMITTANCE,42.1,COMPLETE,paid_meta,MX
txn_qu3054oux9,usr_uyo57p6b,2024-08-08 15:21:53,REMITTANCE,62.17,COMPLETE,organic_search,MX
txn_k9xpfo8608,usr_uyo57p6b,2024-08-25 15:21:53,PHONE_RELOAD,91.64,PAID,organic_search,MX
txn_pig8ofsmna,usr_uyo57p6b,2024-09-13 15:21:53,REMITTANCE,57.9,COMPLETE,organic_search,MX
txn_cpht102f2l,usr_uyo57p6b,2024-10-24 15:21:53,REMITTANCE,43.93,COMPLETE,organic_search,MX
txn_9ykrz1y3n0,usr_uyo57p6b,2024-12-06 15:21:53,REMITTANCE,66.3,COMPLETE,organic_search,MX
txn_bqzacgbvqc,usr_hxid4n1u,2024-07-18 01:25:39,REMITTANCE,37.02,COMPLETE,paid_meta,SV
txn_23g5smq5uf,usr_hxid4n1u,2024-08-16 01:25:39,REMITTANCE,60.04,COMPLETE,paid_meta,SV
txn_rra5yu3ttb,usr_hxid4n1u,2024-09-18 01:25:39,REMITTANCE,40.05,COMPLETE,paid_meta,SV
txn_h4217pftpy,usr_wyuvxybj,2024-11-16 13:17:28,REMITTANCE,41.95,COMPLETE,email,HN
txn_uqi62k3l0w,usr_5uofwb0h,2024-03-13 07:49:20,BILL_PAYMENT,66.19,COMPLETE,paid_google,MX
txn_mabl30x0ta,usr_l7v5f1bc,2024-10-07 22:45:42,REMITTANCE,48.75,COMPLETE,paid_google,MX
txn_ms12wbake2,usr_j1epkyry,2024-06-11 00:28:20,REMITTANCE,88.09,COMPLETE,organic_search,MX
txn_ense13dww8,usr_j1epkyry,2024-07-14 00:28:20,REMITTANCE,72.21,COMPLETE,organic_search,MX
txn_xbb3mk8tew,usr_j1epkyry,2024-08-14 00:28:20,REMITTANCE,71.42,COMPLETE,organic_search,MX
txn_7nvlipmz63,usr_h811kerp,2024-01-04 04:38:55,BILL_PAYMENT,84.35,COMPLETE,organic_search,MX
txn_uor5kls0rs,usr_43c5ba75,2024-08-06 03:40:51,REMITTANCE,37.68,COMPLETE,paid_meta,MX
txn_5yjx5w3ozy,usr_ko8g8qyn,2024-06-12 19:11:23,REMITTANCE,76.49,COMPLETE,organic_search,MX
txn_96t12pw4da,usr_ko8g8qyn,2024-06-27 19:11:23,REMITTANCE,75.98,COMPLETE,organic_search,MX
txn_bu8hrav858,usr_ko8g8qyn,2024-07-18 19:11:23,BILL_PAYMENT,82.95,PAID,organic_search,MX
txn_wkvytndjjo,usr_ko8g8qyn,2024-08-02 19:11:23,BILL_PAYMENT,69.29,COMPLETE,organic_search,MX
txn_pe5hdpvqg5,usr_solmlgse,2024-06-06 12:27:46,PHONE_RELOAD,75.52,COMPLETE,paid_google,HN
txn_rntwxwqqih,usr_8xfdjgf1,2024-10-11 03:39:52,PHONE_RELOAD,36.26,COMPLETE,paid_meta,CO
txn_7bjn7c41q6,usr_11q7uww5,2024-06-29 17:21:21,REMITTANCE,80.61,COMPLETE,organic_search,MX
txn_mx0f6ov0nd,usr_11q7uww5,2024-07-29 17:21:21,PHONE_RELOAD,60.99,COMPLETE,organic_search,MX
txn_473ujs3ev3,usr_w2vmcqbn,2024-06-21 08:40:40,PHONE_RELOAD,26.1,COMPLETE,paid_meta,MX
txn_lgrpzrxep4,usr_wsqt26q3,2024-02-05 23:37:27,BILL_PAYMENT,66.02,COMPLETE,email,MX
txn_gfmnuf8z3h,usr_wsqt26q3,2024-02-26 23:37:27,REMITTANCE,79.93,COMPLETE,email,MX
txn_cayje8nfra,usr_8q349dxb,2024-03-01 11:07:37,REMITTANCE,72.57,COMPLETE,paid_google,CO
txn_sj57zpqfgl,usr_fnkomv2x,2024-08-25 03:47:54,PHONE_RELOAD,64.18,COMPLETE,paid_google,MX
txn_0iofifoq6p,usr_j48vfcx7,2024-04-20 22:26:30,REMITTANCE,98.08,COMPLETE,organic_search,GT
txn_624u41tqz1,usr_v7ln23y3,2024-02-21 20:54:59,REMITTANCE,87.23,COMPLETE,organic_search,GT
txn_rwr931oszv,usr_v7ln23y3,2024-03-10 20:54:59,BILL_PAYMENT,97.21,COMPLETE,organic_search,GT
txn_x6xhggo6zh,usr_v7ln23y3,2024-04-14 20:54:59,REMITTANCE,71.05,COMPLETE,organic_search,GT
txn_6ttgdl970s,usr_v7ln23y3,2024-05-13 20:54:59,REMITTANCE,75.68,COMPLETE,organic_search,GT
txn_k3fpt55hty,usr_ysal8m1g,2024-09-10 01:23:15,BILL_PAYMENT,45.31,COMPLETE,paid_google,MX
txn_yir6mi34ud,usr_ysal8m1g,2024-10-11 01:23:15,PHONE_RELOAD,45.35,PAID,paid_google,MX
txn_apgzmkbf6x,usr_d145bm1e,2024-11-04 08:48:44,PHONE_RELOAD,30.4,COMPLETE,paid_meta,MX
txn_f7mwtz568d,usr_w6zbnz8v,2024-10-27 04:09:09,PHONE_RELOAD,114.62,COMPLETE,referral,SV
txn_ckc546rxoz,usr_w6zbnz8v,2024-12-06 04:09:09,BILL_PAYMENT,95.58,COMPLETE,referral,SV
txn_xg8tpn9ht1,usr_l3q4n89q,2024-04-05 11:12:43,REMITTANCE,48.38,COMPLETE,paid_meta,MX
txn_eb8qhs9ckh,usr_32ejx5td,2024-03-04 19:29:29,REMITTANCE,38.57,COMPLETE,paid_google,HN
txn_6m2xg2rw97,usr_fqs3d635,2024-10-23 12:45:51,REMITTANCE,30.35,COMPLETE,paid_meta,MX
txn_6qsttgiqt6,usr_i9nb74x2,2024-05-26 23:34:25,BILL_PAYMENT,71.6,COMPLETE,paid_google,MX
txn_g1jev4iy4k,usr_i9nb74x2,2024-07-08 23:34:25,PHONE_RELOAD,81.43,COMPLETE,paid_google,MX
txn_kxsolvqbrw,usr_31qw6ahf,2024-09-29 07:51:40,PHONE_RELOAD,94.73,COMPLETE,referral,MX
txn_o94i4mwna3,usr_kkbp2qd6,2024-10-29 14:27:11,REMITTANCE,96.59,COMPLETE,paid_google,MX
txn_008wbgpfwc,usr_kkbp2qd6,2024-11-14 14:27:11,REMITTANCE,43.48,COMPLETE,paid_google,MX
txn_hd1yujedod,usr_kkbp2qd6,2024-11-28 14:27:11,REMITTANCE,74.44,COMPLETE,paid_google,MX
txn_97la7fg8bu,usr_zkamugys,2024-04-05 01:01:36,REMITTANCE,44.9,COMPLETE,paid_google,CO
txn_4iedbtfdcd,usr_9toqw9ja,2024-11-03 13:53:39,REMITTANCE,63.6,COMPLETE,paid_google,MX
txn_l7jmdxubc6,usr_du1emmx3,2024-09-02 13:46:45,REMITTANCE,86.66,COMPLETE,referral,CO
txn_fpivd2igdx,usr_du1emmx3,2024-09-30 13:46:45,REMITTANCE,42.6,COMPLETE,referral,CO
txn_92n9bo0akg,usr_du1emmx3,2024-10-25 13:46:45,REMITTANCE,87.76,PAID,referral,CO
txn_kbqrgery74,usr_du1emmx3,2024-11-26 13:46:45,REMITTANCE,56.72,COMPLETE,referral,CO
txn_oes7sz4s3e,usr_3c1qkbhb,2024-03-12 15:57:14,PHONE_RELOAD,43.21,COMPLETE,paid_google,MX
txn_l8dj0ek3ln,usr_rbxk5bxj,2024-07-30 11:24:46,REMITTANCE,53.63,COMPLETE,email,MX
txn_7q4zd6aovl,usr_rbxk5bxj,2024-08-26 11:24:46,BILL_PAYMENT,48.63,COMPLETE,email,MX
txn_0aj6x27o6q,usr_6n9rr7s2,2024-06-22 07:38:32,REMITTANCE,37.95,COMPLETE,paid_google,MX
txn_ehhd8wxqbi,usr_6n9rr7s2,2024-07-13 07:38:32,REMITTANCE,44.49,COMPLETE,paid_google,MX
txn_bux476keoc,usr_6n9rr7s2,2024-08-23 07:38:32,BILL_PAYMENT,49.67,COMPLETE,paid_google,MX
txn_84cpkjykx9,usr_6n9rr7s2,2024-10-04 07:38:32,REMITTANCE,82.14,COMPLETE,paid_google,MX
txn_kopj1fi4x6,usr_6n9rr7s2,2024-11-17 07:38:32,BILL_PAYMENT,81.27,COMPLETE,paid_google,MX
txn_2psoi373dz,usr_6n9rr7s2,2024-12-09 07:38:32,REMITTANCE,60.52,PAID,paid_google,MX
txn_of4rpl1i81,usr_gkdlkqzf,2024-11-17 15:46:34,REMITTANCE,118.66,COMPLETE,organic_search,MX
